产权,关注,区域,单价,小区,年限,总价/万元,户型,房屋编码,挂牌时间,朝向,楼层,装修情况,面积
50年,2,余杭临平,19117元/平米,CBC时代大观,2014年建/板楼,90,1室0厅,103102676115,2018-08-01,南,中楼层/共23层,平层/精装,47.08平米
70年,25,余杭闲林,23676元/平米,竹海水韵,2011年建/板楼,210,3室2厅,103104326672,2019-04-04,南,低楼层/共18层,平层/精装,88.7平米
70年,2,余杭良渚,29546元/平米,昆仑华府,2017年建/板楼,260,3室2厅,103104448546,2019-04-16,南 北,高楼层/共18层,平层/毛坯,88平米
70年,1,西湖三墩,39967元/平米,协安紫郡,2015年建/板楼,565,3室1厅,103105105898,2019-06-21,东 南,中楼层/共20层,平层/其他,141.37平米
70年,12,江干丁桥,26023元/平米,后珠美都雅苑,2008年建/板楼,210,2室2厅,103103969227,2019-02-26,南,中楼层/共16层,平层/精装,80.7平米
40年,6,钱塘新区工业园北,20492元/平米,元成时代中心,2016年建/板楼,100万元,2室1厅,103104685191,2019-05-10,南,中楼层/共23层,精装,48.8平米
70年,43,西湖九莲,45767元/平米,九莲新村,1986年建/板楼,180,1室1厅,103102708481,2018-08-08,南,高楼层/共6层,平层/精装,39.33平米
70年,2,余杭临平,19513元/平米,都市知音,2003年建/板楼,240,3室2厅,103102632116,2018-07-20,南,低楼层/共6层,精装,123平米
70年,5,下城建国北路,46512元/平米,中江花园,2000年建/塔楼,620,3室2厅,103102328514,2018-04-18,南 西 北,中楼层/共22层,平层/精装,133.3平米
70年,3,下城潮鸣,45422元/平米,云龙公寓,2002年建/板楼,500,3室2厅,103103971523,2019-02-26,西南,低楼层/共28层,错层/精装,110.08平米
70年,1,余杭闲林,25035元/平米,盛世嘉园,2006年建/板楼,92,1室1厅,103104776526,2019-05-19,北,中楼层/共18层,平层/简装,36.75平米
70年,2,江干九堡,36180元/平米,阳光城普升,2016年建/板楼,322,3室2厅,103102711878,2018-08-09,南,低楼层/共16层,平层/精装,89平米
70年,22,余杭闲林,29177元/平米,绿城桃源小镇,2014年建/板楼,255,4室2厅,103102076712,2018-01-15,南,高楼层/共33层,跃层/简装,87.4平米
70年,8,余杭良渚,21664元/平米,东田玉城,2008年建/板楼,300,4室2厅,103102402710,2018-05-11,南,低楼层/共6层,平层/精装,138.48平米
40年,1,萧山奥体,28262元/平米,众安嘉润公馆,2014年建/板楼,180,1室2厅,103103621417,2018-12-22,南,低楼层/共30层,平层/精装,63.69平米
70年,2,西湖文一西路,53955元/平米,雅仕苑,1998年建/板楼,500,4室2厅,103104424109,2019-04-14,南,高楼层/共6层,复式/简装,92.67平米
70年,7,江干笕桥,41012元/平米,首开武林8栋,2017年建/板楼,365,3室1厅,103102744938,2018-08-16,南 北,低楼层/共11层,平层/精装,89平米
70年,5,拱墅申花,52116元/平米,上尚庭,2013年建/板楼,425,4室2厅,103104841691,2019-05-26,南 北,高楼层/共23层,平层/精装,81.55平米
70年,2,余杭良渚,23604元/平米,天阳棕榈湾二期,2004年建/板楼,300,3室2厅,103102413553,2018-05-15,南,低楼层/共11层,平层/精装,127.1平米
70年,0,拱墅大关,40938元/平米,大浒东苑,2006年建/塔楼,262,2室2厅,103105105621,2019-06-21,南,中楼层/共18层,其他,64平米
70年,0,钱塘新区沿江南,27940元/平米,保利东湾,2010年建/板楼,250,2室2厅,103103105147,2018-10-14,南,中楼层/共34层,简装,89.48平米
70年,1,余杭临平,35763元/平米,赞成檀府,未知年建/板塔结合,320,4室2厅,103102516942,2018-06-17,南,低楼层/共27层,精装,89.48平米
70年,3,江干丁桥,36441元/平米,广宇东承府,2014年建/板楼,190,1室1厅,103104279431,2019-03-30,东,中楼层/共17层,平层/简装,52.14平米
70年,0,江干丁桥,29270元/平米,金地格林格林,2015年建/塔楼,340,4室2厅,103104817125,2019-05-24,南 北,中楼层/共17层,平层/精装,116.16平米
70年,15,西湖转塘,37559元/平米,融创瑷骊山,2014年建/板楼,280,2室1厅,103102467008,2018-06-01,西,低楼层/共12层,平层/简装,74.55平米
50年,13,余杭临平,20261元/平米,CBC时代大观,2014年建/板楼,70,1室1厅,103102592528,2018-07-09,南,中楼层/共23层,精装,34.55平米
70年,4,萧山南部卧城,27872元/平米,汇宇花园,2008年建/板楼,430,3室2厅,103104197402,2019-03-22,南,低楼层/共6层,平层/精装,154.28平米
70年,32,余杭未来科技城,53982元/平米,富力西溪悦墅,2017年建/板楼,768,4室2厅,103103461089,2018-11-26,南,上叠别墅/共4层,精装,142.27平米
70年,9,西湖文教,57327元/平米,保俶北路91号,1988年建/板楼,365,2室1厅,103104761816,2019-05-18,南,中楼层/共5层,平层/简装,63.67平米
70年,15,余杭临平,15760元/平米,良熟新苑,2015年建/板楼,220,3室2厅,103104626017,2019-05-04,南,低楼层/共18层,平层/简装,139.6平米
70年,10,下城建国北路,38293元/平米,东园大楼,1998年建/板楼,313,2室1厅,103104177113,2019-03-19,南,高楼层/共20层,平层/简装,81.74平米
70年,1,西湖申花,31385元/平米,天虹公寓,2007年建/板楼,285,2室1厅,103104487678,2019-04-20,南 北,中楼层/共24层,简装,90.81平米
70年,6,余杭闲林,20543元/平米,庭院深深,2012年建/板楼,280,3室2厅,103103916986,2019-02-20,南,低楼层/共12层,平层/精装,136.3平米
70年,3,余杭临平,18026元/平米,中梁百悦城,2016年建/板塔结合,220,4室2厅,103104977658,2019-06-09,南,高楼层/共29层,平层/毛坯,122.05平米
40年,0,余杭临平,17347元/平米,万宝城,2016年建/板楼,68,2室1厅,103104436064,2019-04-15,西,中楼层/共23层,跃层/简装,39.2平米
70年,53,西湖文一西路,46582元/平米,南都花园一区,1996年建/板楼,355,2室2厅,103102539128,2018-06-24,南 北,中楼层/共7层,平层/简装,76.21平米
70年,26,江干丁桥,22389元/平米,长睦锦苑,2010年建/板楼,315,4室2厅,103102448050,2018-05-26,东,高楼层/共11层,平层/精装,140.7平米
70年,91,西湖西溪,44944元/平米,西溪晴雪,2012年建/板楼,400,3室2厅,103102201508,2018-03-12,南 北,中楼层/共5层,平层/精装,89平米
40年,5,钱塘新区金沙湖,18522元/平米,杭州东部国际商务中心,2010年建/板楼,112,1室1厅,103102661922,2018-07-28,北,中楼层/共25层,精装,60.47平米
50年,1,余杭未来科技城,21177元/平米,豪波西溪润景,2014年建/板楼,180,3室2厅,103104610369,2019-05-03,北,高楼层/共10层,精装,85平米
70年,18,滨江白马湖,35030元/平米,风景蝶院留园,2011年建/板楼,515,3室2厅,103103913068,2019-02-19,南,中楼层/共20层,平层/精装,147.02平米
70年,201,余杭未来科技城,38143元/平米,万通时尚公馆,2018年建/板楼,340,3室2厅,103103215085,2018-10-25,南,高楼层/共31层,平层/精装,89.14平米
70年,7,余杭闲林,25758元/平米,融创金成西溪海,2016年建/板楼,340,4室2厅,103102879780,2018-09-08,南,高楼层/共18层,平层/精装,132平米
70年,20,下城三塘,30766元/平米,东新园孚信苑,2004年建/板楼,395,3室2厅,103104002600,2019-03-01,南 北,低楼层/共16层,平层/简装,128.39㎡
70年,0,临安临安,13754元/平米,筑境花园,未知年建/板楼,185,3室2厅,103104982596,2019-06-09,南 北,中楼层/共7层,平层/精装,134.51平米
70年,16,西湖文三西路,47989元/平米,西荡苑杏苑,2003年建/板楼,235,1室1厅,103102208347,2018-03-14,南,低楼层/共6层,平层/简装,48.97平米
70年,29,钱塘新区高教园区东,36819元/平米,景冉佳园,2014年建/板塔结合,225,3室1厅,103102904500,2018-09-12,南 北,低楼层/共32层,平层/精装,61.11平米
70年,28,余杭未来科技城,43200 元/平米,金地西溪风华,2017年建/板塔结合,540,4室2厅,103102576143,2018-07-04,南,高楼层/共4层,平层/毛坯,125平米
70年,435,江干九堡,26569元/平米,金雅苑社区,2011年建/板楼,235,3室1厅,103102049301,2018-01-04,南 北,低楼层/共11层,平层/毛坯,88.45平米
70年,101,余杭闲林,21549元/平米,庭院深深,2017年建/板楼,295,3室2厅,103102267412,2018-03-31,南,中楼层/共11层,平层/精装,136.9平米
70年,0,江干九堡,39898元/平米,宋都阳光国际,2013年建/板楼,672,4室2厅,103105043140,2019-06-15,南,中楼层/共19层,毛坯,168.43平米
70年,4,拱墅申花,51183元/平米,莱德绅华府,2014年建/塔楼,740,3室2厅,103103918700,2019-02-20,南,高楼层/共24层,平层/简装,144.58平米
70年,5,上城近江,45794元/平米,近江家园六园,2004年建/板楼,620,3室2厅,103104243151,2019-03-27,南,低楼层/共16层,平层/简装,135.39平米
70年,1,江干景芳,45147元/平米,景芳一区,1993年建/板楼,240,2室1厅,103104949449,2019-06-06,南,高楼层/共6层,平层/简装,53.16平米
70年,0,滨江彩虹城,42149元/平米,通策广场,2005年建/板楼,510,3室2厅,103104622257,2019-05-04,南,中楼层/共10层,精装,121平米
70年,67,拱墅申花,47784元/平米,万家花城一期,2009年建/板楼,430,3室2厅,103102382298,2018-05-06,南,低楼层/共25层,平层/简装,89.99平米
70年,61,萧山钱江世纪城,42561元/平米,顺发江南丽锦,2014年建/板楼,530,3室2厅,103102252412,2018-03-26,南,高楼层/共29层,平层/毛坯,124.53平米
70年,3,余杭临平,23037元/平米,赞成檀府,2016年建/板塔结合,249,3室2厅,103104049566,2019-03-06,南,高楼层/共28层,平层/毛坯,108.09平米
40年,6,余杭临平,18621元/平米,海联云客里,2017年建/板楼,108,2室2厅,103104436767,2019-04-15,西,高楼层/共12层,跃层/精装,58平米
70年,29,上城清泰,44306元/平米,马市街,1994年建/板楼,198,2室1厅,103103545230,2018-12-09,西,中楼层/共7层,平层/精装,44.69平米
70年,0,临安临安,14127元/平米,青山鹤岭,2013年建/板楼,170,3室2厅,103103804266,2019-01-21,南,低楼层/共11层,平层/毛坯,120.34平米
70年,2,拱墅拱宸桥,28151元/平米,蚕花园永兴坊,2000年建/板楼,170,1室1厅,103104831960,2019-05-25,南,中楼层/共21层,平层/简装,60.39平米
70年,9,余杭临平,19008元/平米,凤仪家园,2001年建/板楼,310,4室2厅,103103602442,2018-12-19,南,高楼层/共5层,精装,163.09平米
70年,28,余杭临平,19743元/平米,世纪嘉园晴彩巴厘,2006年建/板楼,72,1室1厅,103103276720,2018-11-03,东,低楼层/共18层,平层/简装,36.47平米
70年,3,上城鼓楼,43334元/平米,袁井巷,1993年建/板楼,195,1室1厅,103104566578,2019-04-28,南,高楼层/共7层,平层/简装,45平米
70年,10,滨江彩虹城,43653元/平米,天寓,2007年建/板楼,610,3室2厅,103104294887,2019-04-01,南 北,中楼层/共32层,精装,139.74平米
70年,0,余杭临平,18416元/平米,众安理想湾,2015年建/塔楼,255,3室2厅,103104976942,2019-06-09,南,低楼层/共29层,平层/精装,138.47平米
40年,0,西湖西溪,19521元/平米,复地黄龙和山,2015年建/板楼,96,1室1厅,103104368468,2019-04-08,南 北,高楼层/共6层,平层/精装,49.18平米
70年,9,西湖文一西路,56559元/平米,恩济花苑,2000年建/板楼,470,2室2厅,103104801448,2019-05-22,南,高楼层/共5层,跃层/精装,83.1平米
70年,0,余杭未来科技城,24434元/平米,百汇中心,2000年建/板楼,220,3室2厅,103104861865,2019-05-28,南,高楼层/共6层,复式/其他,90.04平米
70年,3,上城近江,46051元/平米,钱塘名都,2005年建/塔楼,710,3室2厅,103104626136,2019-05-04,南,中楼层/共20层,平层/精装,154.18平米
70年,6,滨江彩虹城,41912元/平米,通策广场,2005年建/板楼,570,3室2厅,103102672063,2018-07-30,南,高楼层/共11层,精装,136平米
70年,6,滨江白马湖,45141元/平米,湖漫雅筑,2015年建/板楼,399,3室2厅,103104066882,2019-03-08,南,高楼层/共12层,简装,88.39平米
50年,20,钱塘新区高教园区东,15792元/平米,金沙居,2009年建/板楼,120,2室2厅,103104184324,2019-03-20,东南,中楼层/共18层,平层/简装,75.99平米
70年,0,余杭崇贤,24076元/平米,旭辉运河悦章,2019年建/板楼,280,4室2厅,103104832409,2019-05-25,南 北,低楼层/共27层,平层/毛坯,116.3平米
70年,10,西湖转塘,35438元/平米,融创瑷骊山,2014年建/板楼,800,4室2厅,103102322494,2018-04-16,南 北,低楼层/共7层,平层/毛坯,225.75平米
70年,16,滨江浦沿,37884元/平米,金盛曼城,2010年建/板楼,340,2室1厅,103102779897,2018-08-25,南,中楼层/共18层,简装,89.75平米
70年,10,余杭临平,22621元/平米,赞成首府,2017年建/板楼,250,3室2厅,103102435046,2018-05-22,南,低楼层/共17层,平层/毛坯,110.52平米
70年,17,余杭翡翠城,39955元/平米,,2013年建/板楼,1470,5室2厅,103104098270,2019-03-11,南,联排/共1层,毛坯,367.92平米
50年,0,西湖转塘,24350元/平米,云溪印象,2011年建/板楼,130,1室1厅,103104150633,2019-03-17,南,低楼层/共9层,精装,53.39平米
70年,6,西湖黄龙,59317元/平米,胜利新村,1990年建/板楼,488,3室1厅,103104857899,2019-05-28,南,中楼层/共4层,简装,82.27平米
70年,289,余杭临平,18871元/平米,朝阳西路70号,1996年建/板楼,143,2室1厅,103102672283,2018-07-31,南,中楼层/共7层,平层/简装,75.78平米
70年,2,萧山义桥,24705元/平米,绿都御景蓝湾,2017年建/板楼,280,3室2厅,103104837590,2019-05-26,南,低楼层/共26层,平层/精装,113.34平米
70年,15,余杭临平,18527元/平米,伊世纪城市花园,2007年建/板楼,309,4室2厅,103102308619,2018-04-12,南,高楼层/共12层,精装,166.79平米
70年,11,西湖申花,41665元/平米,紫金文苑,2003年建/板楼,700,5室2厅,103102517734,2018-06-17,南 北,高楼层/共6层,跃层/简装,168.01平米
70年,14,余杭临平,16542元/平米,水车河弄,1996年建/板楼,200,4室1厅,103102738559,2018-08-15,南,高楼层/共5层,跃层/简装,120.91平米
70年,2,下城石桥,32443元/平米,万泰新语,2014年建/板塔结合,255,2室1厅,103104554768,2019-04-27,南,中楼层/共16层,平层/简装,78.6平米
70年,7,西湖黄龙,59674元/平米,松木场河西,1988年建/板楼,355,2室2厅,103103988505,2019-02-28,南,高楼层/共5层,平层/简装,59.49平米
70年,19,江干丁桥,27379元/平米,长睦锦苑,2008年建/板楼,198,2室1厅,103103060541,2018-10-07,南,低楼层/共14层,平层/简装,72.32平米
70年,0,,45690元/平米,十五家园,1991年建/板楼,265,2室1厅,103105104596,2019-06-21,南 北,中楼层/共7层,其他,58平米
40年,170,钱塘新区沿江南,15743元/平米,世茂江滨商业中心,2011年建/塔楼,159,2室1厅,103101179650,2017-04-06,南,中楼层/共28层,精装,101平米
70年,7,西湖翠苑,44064元/平米,翠苑一区,1988年建/塔楼,265,3室1厅,103105011635,2019-06-12,南 北,高楼层/共7层,平层/简装,60.14平米
70年,1,余杭乔司,30358元/平米,复地连城国际,未知年建/板楼,170,2室1厅,103104725988,2019-05-14,南,中楼层/共12层,其他,56平米
70年,8,江干城东新城,36085元/平米,淮矿东元府,2017年建/板楼,320,3室1厅,103102733381,2018-08-14,南,高楼层/共22层,简装,88.68平米
70年,28,余杭星桥,25956元/平米,广厦天都城爱尚公寓,2013年建/板楼,315,3室1厅,103104418542,2019-04-14,南 北,中楼层/共18层,平层/精装,121.36平米
70年,15,余杭临平,24429元/平米,景瑞御华府,2015年建/板楼,219,3室2厅,103104246604,2019-03-27,南,高楼层/共24层,平层/精装,89.65平米
70年,23,拱墅和睦,30129元/平米,广兴新村,1995年建/板楼,230,2室1厅,103102442108,2018-05-24,东 西,高楼层/共7层,平层/简装,76.34平米
70年,7,西湖三墩,36813元/平米,协安紫郡,2016年建/板楼,515,3室2厅,103104054321,2019-03-07,西,中楼层/共18层,平层/简装,139.9平米
70年,3,拱墅半山,34111元/平米,杭钢尚堂府,2017年建/板楼,300,2室2厅,103104178939,2019-03-20,南 北,高楼层/共23层,平层/简装,87.95平米
70年,12,拱墅三墩,38301元/平米,都市水乡水映苑,2004年建/板楼,265,2室2厅,103103804359,2019-01-21,南,高楼层/共6层,精装,69.19平米
70年,0,钱塘新区金沙湖,36364元/平米,龙湖滟澜山澜轩,2011年建/板塔结合,680,4室2厅,103104238660,2019-03-26,南,中楼层/共24层,简装,187平米
70年,9,钱塘新区沿江北,21661元/平米,多蓝水岸碧海苑,2007年建/塔楼,328,3室2厅,103104573015,2019-04-28,东南,低楼层/共25层,平层/精装,151.43平米
70年,2,西湖文三西路,41485元/平米,嘉绿景苑西园,2006年建/板楼,445,2室2厅,103105077150,2019-06-19,南,高楼层/共15层,平层/精装,107.27平米
40年,26,滨江滨江区政府,45172元/平米,中赢康康谷,2017年建/塔楼,210,2室2厅,103102515634,2018-06-17,南,高楼层/共18层,复式/精装,46.49平米
70年,0,钱塘新区沿江南,26745元/平米,金隅观澜时代天筑,2013年建/塔楼,230,2室2厅,103104925329,2019-06-03,东南,低楼层/共33层,平层/简装,86平米
40年,0,余杭未来科技城,27050元/平米,西溪泊岸,2017年建/塔楼,160,2室1厅,103103184780,2018-10-22,南,高楼层/共12层,平层/其他,59.15平米
70年,24,临安临安,17172元/平米,越秀星汇城,未知年建/板楼,170,3室2厅,103103368392,2018-11-12,南 北,中楼层/共31层,平层/毛坯,99平米
70年,3,余杭闲林,22302元/平米,众安学君里,2018年建/板楼,288,3室2厅,103104706613,2019-05-12,南 北,中楼层/共24层,平层/毛坯,129.14平米
40年,0,滨江奥体,45053元/平米,绿地旭辉城,2016年建/板楼,270,1室1厅,103104338616,2019-04-05,东北,高楼层/共26层,精装,59.93平米
